Rank	Journal	Journal.ISSN.(print.version)	Journal.EISSN.(online.version)	Pmid	Doi	fulltext	Journal.title	Journal.URL	Alternative.title	Publisher	Society.or.institution	"Platform,.host.or.aggregator"	Country.of.publisher	Journal.article.processing.charges.(APCs)	APC.information.URL	APC.amount	Currency	Journal.article.submission.fee	Submission.fee.URL	Submission.fee.amount	Submission.fee.currency	Journal.waiver.policy.(for.developing.country.authors.etc)	Waiver.policy.information.URL	Digital.archiving.policy.or.program(s)	Archiving:.national.library	Archiving:.other	Archiving.infomation.URL	Journal.full-text.crawl.permission	Permanent.article.identifiers	Journal.provides.download.statistics	Download.statistics.information.URL	First.calendar.year.journal.provided.online.Open.Access.content	Full.text.formats	Keywords	Full.text.language	URL.for.the.Editorial.Board.page	Review.process	Review.process.information.URL	URL.for.journal's.aims.&.scope	URL.for.journal's.instructions.for.authors	Journal.plagiarism.screening.policy	Plagiarism.information.URL	Average.number.of.weeks.between.submission.and.publication	URL.for.journal's.Open.Access.statement	Machine-readable.CC.licensing.information.embedded.or.displayed.in.articles	URL.to.an.example.page.with.embedded.licensing.information	Journal.license	License.attributes	URL.for.license.terms	Does.this.journal.allow.unrestricted.reuse.in.compliance.with.BOAI?	Deposit.policy.directory	Author.holds.copyright.without.restrictions	Copyright.information.URL	Author.holds.publishing.rights.without.restrictions	Publishing.rights.information.URL	DOAJ.Seal	Tick:.Accepted.after.March.2014	Added.on.Date	Subjects	Number.of.Article.Records	Most.Recent.Article.Added	
294	Genomics Inform	1598-866X	2234-0742	31896248	10.5808/GI.2019.17.4.e48	done	Genomics & Informatics	https://genominfo.org/	NA	Korea Genome Organization	NA	NA	"Korea, Republic of"	Yes	https://genominfo.org/index.php?body=charge	200	USD - US Dollar	NA	https://genominfo.org/index.php?body=charge	NA	NA	Yes	https://genominfo.org/index.php?body=charge	NA	NA	NA	https://genominfo.org/index.php?body=OA_Policy	Yes	DOI	NA	NA	2012	"PDF, HTML, ePUB, XML, PubReader"	"computational biology, genome"	English	https://genominfo.org/index.php?body=board	Blind peer review	https://genominfo.org/index.php?body=instructions	https://genominfo.org/index.php?body=aims	https://genominfo.org/index.php?body=instructions	Yes	https://genominfo.org/index.php?body=instructions	12	https://genominfo.org/index.php?body=OA_Policy	Yes	https://genominfo.org/DOIx.php?id=10.5808/GI.2016.14.4.138	CC BY-NC	NA	https://genominfo.org/index.php?body=OA_Policy	Yes	NA	FALSE	NA	FALSE	NA	No	Yes	2017-06-24T14:39:49Z	Science: Biology (General): Genetics	315	2020-01-03T07:44:51Z	
295	Geo Spat Inf Sci	1009-5020	1993-5153	23504576	10.1080/10095020.2012.714663	done	Geo-spatial Information Science	http://www.tandfonline.com/TGSI	NA	Taylor & Francis Group	Wuhan University	Taylor & Francis Online	United Kingdom	No	http://tandfonline.com/action/authorSubmission?journalCode=tgsi&page=instructions	NA	NA	NA	http://tandfonline.com/action/journalInformation?show=aimsScope&journalCode=tgsi20	NA	NA	NA	NA	"CLOCKSS, Portico"	NA	NA	http://www.tandf.co.uk/libsite/productInfo/journals/onlineArchive/	Yes	DOI	Yes	http://www.tandfonline.com/toc/tgsi20/20/1?nav=tocList	1998	"PDF, HTML"	"cartography, remote sensing, geophysics, geographic information systems, engineering surveying, geodesy"	English	http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=TGSI	Blind peer review	http://tandfonline.com/action/journalInformation?show=aimsScope&journalCode=tgsi	http://tandfonline.com/action/journalInformation?show=aimsScope&journalCode=tgsi	http://tandfonline.com/action/authorSubmission?journalCode=tgsi&page=instructions	Yes	http://tandfonline.com/action/authorSubmission?journalCode=tgsi&page=instructions	31	http://tandfonline.com/action/authorSubmission?journalCode=tgsi&page=instructions	Yes	http://www.tandfonline.com/action/showCopyRight?doi=10.1080/10095020.2016.1146440	CC BY-NC	NA	http://authorservices.taylorandfrancis.com/publishing-agreements-your-options/	Yes	Sherpa/Romeo	FALSE	NA	FALSE	NA	No	Yes	2017-11-28T10:10:32Z	Geography. Anthropology. Recreation: Mathematical geography. Cartography | Science: Astronomy: Geodesy	109	2020-03-20T17:12:30Z	
296	Geosci Model Dev	1991-959X	1991-9603	32206207	10.5194/gmd-12-3071-2019	done	Geoscientific Model Development	http://www.geoscientific-model-development.net/	GMD	Copernicus Publications	European Geosciences Union (EGU)	Copernicus Publications	Germany	Yes	http://www.geoscientific-model-development.net/for_authors/article_processing_charges.html	1680	EUR - Euro	NA	http://www.geoscientific-model-development.net/for_authors/article_processing_charges.html	NA	NA	Yes	http://www.geoscientific-model-development.net/for_authors/financial_support.html	"CLOCKSS, Portico"	NA	NA	http://www.geoscientific-model-development.net/home.html	Yes	DOI	Yes	http://www.geoscientific-model-development.net/about/article_level_metrics.html	2008	"PDF, XML"	"numerical models of the earth system, description of the earth system, climate and earth system modelling, earth and space science informatics, atmospheric sciences, biogeosciences"	English	http://www.geoscientific-model-development.net/editorial_board.html	Peer review	http://www.geoscientific-model-development.net/peer_review/interactive_review_process.html	http://www.geoscientific-model-development.net/about/aims_and_scope.html	http://www.geoscientific-model-development.net/for_authors/manuscript_preparation.html	Yes	http://www.geoscientific-model-development.net/for_authors/plagiarism_detection.html	14	http://www.geoscientific-model-development.net/home.html	Yes	http://www.geosci-model-dev.net/8/431/2015/gmd-8-431-2015.xml	CC BY	NA	http://www.geoscientific-model-development.net/about/licence_and_copyright.html	Yes	Sherpa/Romeo	TRUE	http://www.geoscientific-model-development.net/about/licence_and_copyright.html	TRUE	http://www.geoscientific-model-development.net/about/licence_and_copyright.html	Yes	Yes	2009-10-22T13:00:00Z	Science: Geology	1729	2020-03-26T08:09:12Z	
297	Geospat Health	1827-1987	1970-7096	31724386	10.4081/gh.2019.798	done	Geospatial Health	http://geospatialhealth.net/	"Geospat Health, GH"	PAGEPress Publications	GnosisGIS	OJS	Italy	Yes	https://geospatialhealth.net/index.php/gh/payments	750	EUR - Euro	NA	https://geospatialhealth.net/index.php/gh/payments	NA	NA	Yes	http://www.pagepress.org/publications/authors_fee.html	Portico	NA	NA	https://thekeepers.org/journals?query=1827-1987	Yes	DOI	Yes	http://geospatialhealth.net/index.php/gh/pages/view/stats	2006	"PDF, XML"	"geographic information systems, geography"	English	https://geospatialhealth.net/index.php/gh/board	Blind peer review	https://geospatialhealth.net/index.php/gh/about	https://geospatialhealth.net/index.php/gh/about	https://geospatialhealth.net/index.php/gh/about/submissions	Yes	https://geospatialhealth.net/index.php/gh/about	10	http://www.pagepress.org/open-access.html	NA	http://www.pagepress.org/open-access.html	CC BY-NC	NA	http://geospatialhealth.net/index.php/gh/about/submissions#copyrightNotice	Yes	Sherpa/Romeo	TRUE	https://geospatialhealth.net/index.php/gh/copy	TRUE	https://geospatialhealth.net/index.php/gh/copy	No	Yes	2015-11-16T13:33:36Z	Geography. Anthropology. Recreation: Geography (General)	537	2019-11-12T17:59:20Z	
298	Glob Health Action	NA	1654-9880	32202227	10.1080/16549716.2020.1739845	done	Global Health Action	http://www.tandfonline.com/toc/zgha20/current	GHA	Taylor & Francis Group	Umeå Center For Global Health Research	Taylor & Francis Online	United Kingdom	Yes	http://www.tandfonline.com/action/authorSubmission?journalCode=ZGHA&page=instructions	1400	EUR - Euro	NA	http://www.tandfonline.com/action/authorSubmission?journalCode=ZGHA&page=instructions	NA	NA	Yes	http://authorservices.taylorandfrancis.com/waiver-policy-former-co-action-publishing-journals/	"CLOCKSS, LOCKSS, PMC/Europe PMC/PMC Canada, Portico"	NA	NA	http://www.tandf.co.uk/libsite/productInfo/journals/onlineArchive/ 	Yes	DOI	Yes	http://www.tandfonline.com/toc/zgha20/10/1?nav=tocList	2008	"PDF, HTML"	"globalization, health determinants, population health, health and environmental change, health systems, gender"	English	http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=zgha20	Blind peer review	http://www.tandfonline.com/action/authorSubmission?journalCode=ZGHA&page=instructions	http://www.tandfonline.com/action/journalInformation?show=aimsScope&journalCode=ZGHA	http://www.tandfonline.com/action/authorSubmission?journalCode=ZGHA&page=instructions	Yes	http://www.tandfonline.com/action/authorSubmission?journalCode=ZGHA&page=instructions	16	http://www.tandfonline.com/action/authorSubmission?journalCode=ZGHA&page=instructions	Yes	http://www.tandfonline.com/action/showCopyRight?scroll=top&doi=10.1080%2F16549716.2017.1272882	CC BY-NC	NA	http://authorservices.taylorandfrancis.com/publishing-agreements-your-options/	Yes	Sherpa/Romeo	FALSE	NA	FALSE	NA	No	Yes	2008-12-18T10:45:03Z	Medicine: Public aspects of medicine	1397	2020-03-25T11:34:20Z	
299	Global Health	NA	1744-8603	32197660	10.1186/s12992-020-00558-3	done	Globalization and Health	http://www.globalizationandhealth.com/	NA	BMC	NA	BMC	United Kingdom	Yes	http://globalizationandhealth.biomedcentral.com/about	1370	GBP - Pound Sterling	NA	http://globalizationandhealth.biomedcentral.com/about	NA	NA	Yes	http://globalizationandhealth.biomedcentral.com/about	"LOCKSS, CLOCKSS, Portico, PMC/Europe PMC/PMC Canada"	British Library; Koninklijke Bibliotheek	NA	http://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/journal-archiving	Yes	DOI	Yes	http://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/article-metrics	2005	"PDF, HTML, ePUB"	"public health, global development, developing countries"	English	http://globalizationandhealth.biomedcentral.com/about/editorial-board	Blind peer review	http://globalizationandhealth.biomedcentral.com/about	http://globalizationandhealth.biomedcentral.com/about	http://globalizationandhealth.biomedcentral.com/submission-guidelines	Yes	http://www.biomedcentral.com/getpublished/editorial-policies	21	http://globalizationandhealth.biomedcentral.com/about	Yes	http://globalizationandhealth.biomedcentral.com/articles/10.1186/s12992-016-0215-3	CC BY	NA	http://www.biomedcentral.com/getpublished/copyright-and-license	Yes	Sherpa/Romeo	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	Yes	Yes	2005-04-25T11:28:18Z	Medicine: Public aspects of medicine	485	2020-03-20T18:37:04Z	
300	GMS Health Technol Assess	NA	1861-8863	31015866	10.3205/hta000130	todo	GMS Health Technology Assessment	http://www.egms.de/en/journals/hta/index.shtml	NA	German Medical Science GMS Publishing House	German Agency for Health Technology Assessment (DAHTA)	German Medical Science (GMS)	Germany	No	http://www.egms.de/static/en/journals/hta/authors.htm	NA	NA	NA	http://www.egms.de/static/en/journals/hta/authors.htm	NA	NA	NA	NA	PMC/Europe PMC/PMC Canada	NA	NA	http://www.ncbi.nlm.nih.gov/pmc/journals/1341/	Yes	"DOI, URN"	NA	NA	2005	"PDF, HTML, XML"	"health economics, drug evaluation, evidence based medicine, diagnostic techniques and procedures"	"English, German"	http://www.egms.de/static/en/journals/hta/about.htm	Peer review	http://www.egms.de/static/en/journals/hta/authors.htm	http://www.egms.de/static/en/journals/hta/about.htm	http://www.egms.de/static/en/journals/hta/authors.htm	NA	NA	12	http://www.egms.de/static/en/journals/hta/imprint.htm	Yes	http://www.egms.de/static/xml/journals/hta/2015-11/hta000122.xml	CC BY	NA	http://www.egms.de/static/en/journals/hta/imprint.htm	Yes	Sherpa/Romeo	FALSE	NA	FALSE	NA	No	Yes	2007-07-09T17:25:12Z	Medicine: Medicine (General): Medical technology | Medicine: Medicine (General): Medical philosophy. Medical ethics	130	2019-10-23T07:25:53Z	
301	GMS Z Med Ausbild	1860-7446	1860-3572	26677513	10.3205/zma000977	todo	GMS Zeitschrift für Medizinische Ausbildung	http://www.egms.de/dynamic/en/journals/zma/index.htm	GMS German Journal for Medical Education	German Medical Science GMS Publishing House	Gesellschaft für Medizinische Ausbildung	German Medical Science (GMS)	Germany	No	http://www.egms.de/static/en/journals/zma/authors.htm#guide	NA	NA	Yes	http://www.egms.de/static/en/journals/zma/authors.htm#guide	200	EUR - Euro	NA	NA	PMC/Europe PMC/PMC Canada	NA	NA	https://www.ncbi.nlm.nih.gov/pmc/journals/2940/	Yes	"DOI, URN"	NA	NA	2005	"PDF, HTML, XML"	"medical education, education, medicine"	"English, German"	http://www.egms.de/static/en/journals/zma/about.htm#editorial	Blind peer review	http://www.egms.de/static/en/journals/zma/about.htm#review	http://www.egms.de/static/en/journals/zma/about.htm#concept	http://www.egms.de/static/en/journals/zma/authors.htm	NA	NA	25	http://www.egms.de/static/en/journals/zma/imprint.htm	Yes	http://www.egms.de/static/xml/journals/zma/2015-32/zma000953.xml	CC BY-NC-ND	NA	http://www.egms.de/static/en/journals/zma/imprint.htm	Yes	Sherpa/Romeo	FALSE	NA	FALSE	NA	No	Yes	2008-01-30T17:44:41Z	Education: Special aspects of education | Medicine: Medicine (General)	858	2015-12-17T14:54:52Z	
302	Green Chem Lett Rev	1751-8253	1751-7192	32194653	10.1080/17518253.2018.1472814	done	Green Chemistry Letters and Reviews	http://www.tandfonline.com/TGCL	NA	Taylor & Francis Group	Beyond Benign	Taylor & Francis Online	United Kingdom	Yes	http://www.tandfonline.com/action/authorSubmission?journalCode=tgcl20&page=instructions#.VR_8EGY4RJg	600	USD - US Dollar	NA	http://www.tandfonline.com/action/authorSubmission?journalCode=tgcl20&page=instructions#.VR_8EGY4RJg	NA	NA	Yes	http://authorservices.taylorandfrancis.com/hrf_faq/can-the-apc-be-discounted-or-waived/	"LOCKSS, CLOCKSS, Portico"	NA	NA	http://www.tandf.co.uk/libsite/productInfo/journals/onlineArchive/	Yes	DOI	Yes	http://www.tandfonline.com/toc/tgcl20/current?nav=tocList	2012	"PDF, HTML"	"green chemistry, hazardous materials, environmental science"	English	http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=TGCL20	Blind peer review	http://www.tandfonline.com/action/authorSubmission?journalCode=TGCL20&page=instructions	http://www.tandfonline.com/action/journalInformation?show=aimsScope&journalCode=TGCL20	http://www.tandfonline.com/action/authorSubmission?journalCode=TGCL20&page=instructions	Yes	http://www.tandfonline.com/action/authorSubmission?journalCode=TGCL20&page=instructions	34	http://www.tandfonline.com/action/authorSubmission?journalCode=TGCL20&page=instructions	Yes	http://www.tandfonline.com/action/showCopyRight?doi=10.1080%2F17518253.2014.969330#tabModule	CC BY-NC	NA	http://authorservices.taylorandfrancis.com/publishing-agreements-your-options/ 	Yes	Sherpa/Romeo	FALSE	NA	FALSE	NA	No	Yes	2015-04-13T16:30:09Z	Science: Chemistry	198	2020-03-20T17:12:36Z	
303	Gut Pathog	NA	1757-4749	32175011	10.1186/s13099-020-00352-x	done	Gut Pathogens	http://www.gutpathogens.com/	NA	BMC	The International Society for Genomic and Evolutionary Microbiology	BMC	United Kingdom	Yes	http://gutpathogens.biomedcentral.com/about	1540	GBP - Pound Sterling	NA	http://gutpathogens.biomedcentral.com/about	NA	NA	Yes	http://gutpathogens.biomedcentral.com/about	"LOCKSS, CLOCKSS, Portico, PMC/Europe PMC/PMC Canada"	British Library; Koninklijke Bibliotheek	NA	http://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/journal-archiving	Yes	DOI	Yes	http://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/article-metrics	2009	"PDF, HTML"	"gastroenterology, gut microbiota, gut ailments, gut diseases"	English	http://gutpathogens.biomedcentral.com/about/editorial-board	Blind peer review	http://gutpathogens.biomedcentral.com/about	http://gutpathogens.biomedcentral.com/about	http://gutpathogens.biomedcentral.com/submission-guidelines	Yes	http://www.biomedcentral.com/getpublished/editorial-policies	5	http://gutpathogens.biomedcentral.com/about	Yes	http://gutpathogens.biomedcentral.com/articles/10.1186/s13099-016-0143-z	CC BY	NA	http://www.biomedcentral.com/getpublished/copyright-and-license	Yes	Sherpa/Romeo	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	Yes	Yes	2012-06-05T11:10:05Z	Medicine: Internal medicine: Specialties of internal medicine: Diseases of the digestive system. Gastroenterology	279	2020-03-15T12:23:47Z	
304	Head Face Med	NA	1746-160X	32151261	10.1186/s13005-020-00216-4	done	Head & Face Medicine	http://www.head-face-med.com/	Head and Face Medicine	BMC	NA	BMC	United Kingdom	Yes	http://head-face-med.biomedcentral.com/about	1370	GBP - Pound Sterling	NA	http://head-face-med.biomedcentral.com/about	NA	NA	Yes	http://head-face-med.biomedcentral.com/about	"LOCKSS, CLOCKSS, Portico, PMC/Europe PMC/PMC Canada"	British Library; Koninklijke Bibliotheek	NA	http://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/journal-archiving	Yes	DOI	Yes	http://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/article-metrics	2005	"PDF, HTML, ePUB"	"cranial diseases, facial diseases, oral diseases"	English	http://head-face-med.biomedcentral.com/about/editorial-board	Open peer review	http://head-face-med.biomedcentral.com/about	http://head-face-med.biomedcentral.com/about	http://head-face-med.biomedcentral.com/submission-guidelines	Yes	http://www.biomedcentral.com/getpublished/editorial-policies	20	http://head-face-med.biomedcentral.com/about	Yes	http://head-face-med.biomedcentral.com/articles/10.1186/s13005-016-0116-y	CC BY	NA	http://www.biomedcentral.com/getpublished/copyright-and-license	Yes	Sherpa/Romeo	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	TRUE	http://www.biomedcentral.com/about/policies/license-agreement	Yes	Yes	2005-04-26T09:57:12Z	Medicine: Internal medicine: Specialties of internal medicine	364	2020-03-15T12:52:22Z	
305	Health Serv Insights	NA	1178-6329	32206013	10.1177/1178632920911061	done	Health Services Insights	https://journals.sagepub.com/home/his	NA	SAGE Publishing	NA	Atypon	United Kingdom	Yes	https://journals.sagepub.com/author-instructions/HIS	1500	USD - US Dollar	NA	https://journals.sagepub.com/author-instructions/HIS	NA	NA	Yes	https://us.sagepub.com/en-us/nam/gold-open-access-article-processing-charge-waivers	"CLOCKSS, Portico"	NA	NA	https://portal.issn.org/resource/ISSN/1178-6329#	Yes	DOI	Yes	https://journals.sagepub.com/doi/metrics/10.1177/1178632919834318	2013	"PDF, HTML, ePUB"	healthcare services	English	https://journals.sagepub.com/editorial-board/HIS	Blind peer review	https://journals.sagepub.com/author-instructions/HIS	https://journals.sagepub.com/aims-scope/HIS	https://journals.sagepub.com/author-instructions/HIS	Yes	https://journals.sagepub.com/author-instructions/HIS	8	https://journals.sagepub.com/author-instructions/HIS	Yes	https://journals.sagepub.com/doi/full/10.1177/1178632919855037	CC BY-NC	NA	https://journals.sagepub.com/author-instructions/HIS	Yes	Sherpa/Romeo	FALSE	NA	FALSE	NA	No	Yes	2014-10-12T16:39:14Z	Medicine: Medicine (General) | Medicine: Public aspects of medicine	111	2019-07-13T04:33:30Z	
306	Health Technol Assess	1366-5278	2046-4924	32202490	10.3310/hta24150	todo	Health Technology Assessment	https://www.journalslibrary.nihr.ac.uk/hta/	NA	NIHR Journals Library	NA	SiteKit	United Kingdom	No	https://www.journalslibrary.nihr.ac.uk/hta/about-the-hta-journal.htm	NA	NA	NA	https://www.journalslibrary.nihr.ac.uk/hta/about-the-hta-journal.htm	NA	NA	NA	NA	NA	NA	NA	https://www.journalslibrary.nihr.ac.uk/hta/about-the-hta-journal.htm	Yes	DOI	NA	NA	2001	"PDF, HTML"	"healthcare, health technology, health technology effectiveness, health technology costs, technology impacts"	English	https://www.journalslibrary.nihr.ac.uk/journals/#Editorial Boards and Groups	Blind peer review	https://www.journalslibrary.nihr.ac.uk/journals/#Publication Process	https://www.journalslibrary.nihr.ac.uk/hta/about-the-hta-journal.htm	https://www.journalslibrary.nihr.ac.uk/information-for-authors/	Yes	https://www.journalslibrary.nihr.ac.uk/information-for-authors/publication-ethics/	53	https://www.journalslibrary.nihr.ac.uk/journals/#Open Access	Yes	https://www.journalslibrary.nihr.ac.uk/hta/hta18680/#/copy1-1	Publisher's own license	"Attribution, No Commercial Usage"	https://www.journalslibrary.nihr.ac.uk/rights_and_permissions/	Yes	Sherpa/Romeo	FALSE	NA	FALSE	NA	No	Yes	2018-02-22T09:35:43Z	Medicine: Medicine (General): Medical technology	1298	2020-03-23T13:12:44Z	
307	Healthc Technol Lett	NA	2053-3713	32190338	10.1049/htl.2018.5083	todo	Healthcare Technology Letters	https://digital-library.theiet.org/content/journals/htl	NA	Institution of Engineering and Technology	NA	IET Digital Library	United Kingdom	Yes	https://digital-library.theiet.org/journals/htl/author-guide#information	2000	USD - US Dollar	NA	https://digital-library.theiet.org/journals/htl/author-guide#information	NA	NA	Yes	https://digital-library.theiet.org/journals/htl/author-guide#information	PMC/Europe PMC/PMC Canada	NA	Scholars Portal	https://thekeepers.org/journals?query=2053-3713	Yes	DOI	NA	NA	2017	"PDF, HTML"	"healthcare technology, biomedical informatics, biomedical imaging, biomedical signal processing, bioinstrumentation, biomedical engineering"	English	https://digital-library.theiet.org/journals/htl/editors	Blind peer review	https://digital-library.theiet.org/journals/htl/referee-guide	https://digital-library.theiet.org/content/journals/htl/info/about	https://digital-library.theiet.org/journals/htl/author-guide	Yes	https://digital-library.theiet.org/journals/htl/author-guide#submit	30	https://digital-library.theiet.org/journals/htl/author-guide#information	Yes	https://digital-library.theiet.org/content/journals/10.1049/htl.2018.5007	CC BY-NC-ND	NA	https://digital-library.theiet.org/journals/htl/author-guide#licence%20options	Yes	Sherpa/Romeo	FALSE	NA	FALSE	NA	No	Yes	2019-04-08T14:15:22Z	Medicine: Medicine (General): Medical technology	154	2020-03-12T14:04:04Z	
